Date,Close
03/01/2022 23:58:00,"191,828748"
04/01/2022 23:58:00,"191,03944"
05/01/2022 23:58:00,"188,38236"
06/01/2022 23:58:00,"188,60072"
07/01/2022 23:58:00,"189,147385"
08/01/2022 23:58:00,"189,147385"
09/01/2022 23:58:00,"189,147385"
10/01/2022 23:58:00,"191,07855"
11/01/2022 23:58:00,"191,59734"
12/01/2022 23:58:00,"191,60526"
13/01/2022 23:58:00,"187,0156"
14/01/2022 23:58:00,"187,80624"
15/01/2022 23:58:00,"187,80624"
17/01/2022 23:58:00,"188,555058"
18/01/2022 23:58:00,"187,113723"
19/01/2022 23:58:00,"188,15268"
20/01/2022 23:58:00,"186,74586"
21/01/2022 23:58:00,"184,709833"
22/01/2022 23:58:00,"184,709833"
24/01/2022 23:58:00,"182,57915"
25/01/2022 23:58:00,"181,854045"
26/01/2022 23:58:00,"181,303968"
27/01/2022 23:58:00,"184,18176"
28/01/2022 23:58:00,"183,940664"
29/01/2022 23:58:00,"183,940664"
30/01/2022 23:58:00,"183,940664"
31/01/2022 23:58:00,"185,402"
01/02/2022 23:58:00,"186,619569"
02/02/2022 23:58:00,"188,453056"
03/02/2022 23:58:00,"188,05116"
04/02/2022 23:58:00,"190,08528"
05/02/2022 23:58:00,"190,08528"
07/02/2022 23:58:00,"190,8742"
08/02/2022 23:58:00,"191,53494"
09/02/2022 23:58:00,"191,791596"
10/02/2022 23:58:00,"190,84896"
11/02/2022 23:58:00,"185,620418"
12/02/2022 23:58:00,"185,620418"
13/02/2022 23:58:00,"185,620418"
14/02/2022 23:58:00,"186,94021"
15/02/2022 23:58:00,"188,382526"
16/02/2022 23:58:00,"190,135008"
17/02/2022 23:58:00,"188,38924"
18/02/2022 23:58:00,"185,751087"
19/02/2022 23:58:00,"185,751087"
21/02/2022 23:58:00,"178,43265"
22/02/2022 23:58:00,"182,5286"
23/02/2022 23:58:00,"176,9768"
24/02/2022 23:58:00,"170,105925"
25/02/2022 23:58:00,"170,863664"
26/02/2022 23:58:00,"170,863664"
27/02/2022 23:58:00,"170,863664"
28/02/2022 23:58:00,"149,4876"
01/03/2022 23:58:00,"150,16425"
15/03/2022 23:58:00,"132,0316532"
16/03/2022 23:58:00,"141,1737044"
17/03/2022 23:58:00,"134,7885347"
18/03/2022 23:58:00,"133,3731926"
19/03/2022 23:58:00,"133,3731926"
20/03/2022 23:58:00,"108,562247"
21/03/2022 23:58:00,"134,4612652"
22/03/2022 23:58:00,"135,2902299"
23/03/2022 23:58:00,"148,669738"
24/03/2022 23:58:00,"140,1681635"
25/03/2022 23:58:00,"144,962744"
26/03/2022 23:58:00,"144,962744"
27/03/2022 23:58:00,"142,0473742"
28/03/2022 23:58:00,"146,6107803"
29/03/2022 23:58:00,"163,751616"
30/03/2022 23:58:00,"171,5149323"
31/03/2022 23:58:00,"175,4722601"
01/04/2022 23:58:00,"167,5281283"
02/04/2022 23:58:00,"167,5281283"
03/04/2022 23:58:00,"170,3862281"
04/04/2022 23:58:00,"170,9410904"
05/04/2022 23:58:00,"170,9465769"
06/04/2022 23:58:00,"171,1432112"
07/04/2022 23:58:00,"181,434121"
08/04/2022 23:58:00,"178,9948764"
09/04/2022 23:58:00,"178,9948764"
10/04/2022 23:58:00,"168,565023"
11/04/2022 23:58:00,"171,9123705"
12/04/2022 23:58:00,"168,1793573"
13/04/2022 23:58:00,"174,1474378"
14/04/2022 23:58:00,"174,0128262"
15/04/2022 23:58:00,"172,5002485"
16/04/2022 23:58:00,"172,5002485"
17/04/2022 23:58:00,"177,4711279"
18/04/2022 23:58:00,"176,85805"
19/04/2022 23:58:00,"177,2678937"
20/04/2022 23:58:00,"173,3003798"
21/04/2022 23:58:00,"177,7530346"
22/04/2022 23:58:00,"186,7136373"
23/04/2022 23:58:00,"186,7136373"
24/04/2022 23:58:00,"185,3766005"
25/04/2022 23:58:00,"190,9774158"
26/04/2022 23:58:00,"194,7365182"
27/04/2022 23:58:00,"195,4742415"
28/04/2022 23:58:00,"199,2442831"
29/04/2022 23:58:00,"203,209137"
30/04/2022 23:58:00,"203,209137"
01/05/2022 23:58:00,"197,4517524"
02/05/2022 23:58:00,"205,6006597"
03/05/2022 23:58:00,"215,3678503"
04/05/2022 23:58:00,"215,1860915"
05/05/2022 23:58:00,"222,921634"
06/05/2022 23:58:00,"213,1587894"
07/05/2022 23:58:00,"213,1587894"
08/05/2022 23:58:00,"209,8935909"
09/05/2022 23:58:00,"208,1562695"
10/05/2022 23:58:00,"207,7071204"
11/05/2022 23:58:00,"217,7644364"
12/05/2022 23:58:00,"224,5564975"
13/05/2022 23:58:00,"212,5492222"
14/05/2022 23:58:00,"212,5492222"
15/05/2022 23:58:00,"219,523506"
16/05/2022 23:58:00,"226,4923939"
